	S1-70A	S1-77A	S1-88A	S1-73A	S1-90A	S1-79A	S1-47A	S1-69A	S1-55A	S1-3A	S1-89A	S1-91A	S1-53A	S1-61A	S1-54A	S1-83A	S1-35A	S1-39A	S1-62A	S1-87A	S1-6A	S1-78A	S1-52A	S1-22A	S2-12	S2-64	S2-45	S2-50	S2-35	S2-25	S2-32	S2-56	S2-82	S2-46	S2-55	S2-20	S2-22	S2-80	S2-38	S2-13	S2-4	S2-61	S2-92	S2-54	S2-73	S2-90	S2-88	S2-3	S3-10	S3-71	S3-24	S3-12	S3-73	S3-84	S3-58	S3-45	S3-29	S3-43	S3-27	S3-68	S3-75	S3-14	S3-3	S3-78	S3-81	S3-37	S3-98	S3-23	S3-79	S3-52	S3-91
UEA-I Vector	0.1354269237365577	0.16117907499913578	-0.5882527608600748	0.7979789261021816	-0.6026394530828105	0.7681798528657079	-0.005470548241695955	0.16378608470907643	-0.11248381429804902	-0.04302468584050165	1.8163296740483625	-0.1520842433695491	-0.6298514973031182	-0.07896562185188702	-0.16046884444832193	0.8341526538844946	1.7322803788390402	1.275360099198621	-0.7737973642077179	0.269263355680728	0.45051340938498696	1.2408708950221767	-0.963661167805776	0.07363973436024863	0.7512915159234185	-0.9678126820375406	-0.22203452154551223	-0.2005635407425626	-0.1408007947719277	-0.171484396132953	-0.4639604656284696	1.1686441586313008	0.47809009134509717	1.7168628378262434	2.028935259317247	-0.07827628049768295	-0.29386485457251166	0.26917817498025026	-0.702937675159728	0.9265966491303115	-0.903168996847175	-1.0991150167365256	0.7826580375048785	0.9724379810648643	-0.6866279338468854	-0.6320064803513162	-0.1335939519007641	-1.3552846528105422	-1.553519876152404	-0.6099292482780706	-0.9158982813962017	0.44909017137656	0.11289953579100034	1.5893005791723027	-0.01961296684357151	-0.1303160765986607	-0.15375173105330922	0.3233860715541371	-0.1657952671288644	-0.16014407260725894	1.992899467049345	-0.6807443722957693	-0.10508187908568853	-0.324493134960544	0.8326259221285486	-0.31259038863530225	3.2424130640382978	0.7169135776514284	-0.41951217585648887	0.6863101940611802	0.6306579445275367
LEL Vector	0.3127439310842867	0.9858294961593238	0.3691883524214538	-1.2956397765844885	1.0903776895360942	0.2593864174102853	1.5982342669996112	0.31512388955562753	-0.5521459552446504		1.4894341240315232	1.2779905703190142	1.719405545882605	0.866836019813968	1.8742785521472054	-0.12197258463516143	-1.0767975352619235	-1.1161210888281736	-1.6984831475546758	1.2609218026368694	1.7116955349403276	0.8295667382081625	2.430072675800629	-1.5624388886842304	0.7848241574631798	-0.9744034302341595	-0.1607155247816236	0.8855836261660728	-1.9577299637397634	-0.6494504406873106	-1.2358159292656	-0.030841421055516065	-1.7974268474825474	-1.4382546502672577	-0.6304644072383884	-0.3495721935534066	-1.95709409120477	-1.491098814913564	-1.6400070519719707	-0.46327976315832364	-1.739452983260181	-1.1049118149243717	-1.3042442653694248	-0.5347138837627929	1.485404816938936	0.2679286165490893	-1.4474192124584533	-0.4494612007875472	0.27301849440641585	-0.7406471905747356	0.41209731055357185	1.7835386300962646	-1.0576828648907526	-0.6029507288152103	-0.4551526801873234	-1.297655843301314	1.1029272724896708	0.10288226059327796	-2.0700259429967107	-1.3177253685046506	-0.6641575605083196	-1.5319888256086356	2.7682559713355688	-0.5243726729566397	-1.3986543777705045	1.0934919794987756	-1.5817088559900248	-1.5126050094921164	-0.9374601808849204	-0.2790748292374766	0.8918821947858044
MPL Vector	1.4950012415556972	0.5063154978547285	-0.2055083836774068	0.7300735022289263	0.5851039898526055	0.49725233503897714	0.3362390389675504	0.20803437171220215	0.9194814743634814	0.5244185896532957	0.7056722124460786	0.9234759942451239	0.30277029695771424	0.900496776173642	0.6892855240494441	0.052064987152762296	0.26982082851945144	-0.6991509220205634	0.4647385916316242	0.6539034004136643	0.9555927714367819	0.6572395957550387	0.5321495484432116	0.8025319359275175	0.37473171374472813	0.6247956991511353	0.41329403457994535	0.34205309317220184	0.6765423125616291	0.05971492181952625	1.4018503008502934	-0.0644331167300127	0.7818785077403897	0.6986267666160642	0.13868015648606868	0.15656814164658236	0.4950136938555375	0.9527683181029648	-0.5403756193609082	0.8008336466659102	0.15066596749199307	1.0487390993984491	0.9535294636450289	0.46488750631819264	0.23322556333510364	0.9593424141186775	0.3591703670212208	1.1482090346927762	3.170198213267935	-0.1817313513028609	0.3492614750274968	1.1450466039029557	0.7136522867474548	0.10966931832255103	1.4781549040623347	0.747559098930038	-0.0031996765421465558	0.3541950641755895	0.005534124465121685	1.1728424282863374	-0.8275058182814679	0.09899006421052224	-0.18968527330185614	0.7989548933318096	0.06641949056230673	0.002069775673712241	-0.4511015534095928	-0.08709401906596086	-0.23556962221552338	0.9787435220150826	0.34867477173067185
BPL Vector	0.8772272653123374	0.712449438205442	-0.12907142500767368	0.8911938685861044	-0.6669478935363928	-0.7318507599065974	-0.07578606160618981	0.06387906028440817	-0.39377656857856935		0.3155421016320884	0.4114567019899905	-0.5438601492463541	-0.18794445000128737	0.10300266794123326	0.5464945324159141	1.4570669712382023	0.6840953069940129	-1.007458671487172	0.9362900480274587	0.3996778028504649	0.4940727535878522	-0.42036117042913673	-0.07872165245178663	1.0614821794766587	-0.16765180513584493	0.5269139335085179	0.4996557410924722	0.18963373492305696	0.8258634083439933	0.9833445341993766	1.174741321471857	1.131935848742717	1.1821965663780072	1.475796786027407	0.7688170528268072	0.5133081583942254	-0.0834137742068298	0.2596548897255927	1.2864638595607	0.2617818287470189	0.20564978700996683	1.0584832588940953	1.130631983349999	0.5806396064502057	-0.13444278498486406	0.8256756329616534	0.33875746296004927		-0.13323286637495335	0.03971246953536117	1.5240760642161428	0.5539064135382845	1.0530480471578283	0.5793070125211007	0.40660210768623695	-0.046834917859944265	0.9023815078975869	0.4299134828415708	0.22296178536306074	2.0948067141624467	-0.03253514282976199	0.5390220316346742	0.28810995865837324	0.7990839026477157	0.1876430984738796	3.0860629690143035	1.0534001008432172	0.8362210786615006	0.9459022787709795	0.9302551512059698
MAA-I Vector	0.2047234899915628	-0.017434042748092106	-1.0159183113906776	0.41895055909770895	-0.08377399297181755	0.7320157657266209	0.1398365370972069	1.3526754496145343	0.22328284705465223	-0.013074537065214322	0.1456685847172629	0.15800317322526572	-0.7093063847702346	0.04530057287136593	-0.3467394712239988	0.10533365045848003	0.26102092370509666	0.30123980794299093	0.06556278954839953	0.2746517587977623	0.387158842801696	0.9849988560052645	-0.6140138925556209	-0.16237974545400846	2.52540502256311	-0.543812412582471	-0.5144417543034503	-0.4491375790031399	-0.2129468048255125	-0.15816960719319026	0.5877416146194073	0.5705225669492558	0.034822043513504736	-0.04055919826143765	0.6879501368994807	-0.4073322192484833	-0.4519932035793118	-0.4307079120037725	-0.5346275188640888	-0.22685700558309782	-0.6272613737494447	-0.6250761578588988	0.0672394706160169	0.459775496566665	-0.5542128738570571	0.11380396396820601	-0.17680214184780393	-0.8092898400819711	2.493993660912393	0.15504017077406362	-0.6587687960793239	0.1783937684844843	-0.1680770840969003	0.32521188834074716	-0.053486503502168395	-0.14518334522298834	-0.591986483590609	-0.11508960040913845	-0.36617701218601556	-0.3584544239976134	0.4090207960730397	-0.7564503504600504	-0.4770999389611052	-0.7340646195241475	-0.29421869711323523	-0.5165662229231789	1.419749234022715	-0.148999713520779	-0.8039868553003237	0.289485611085264	1.955749752721073
STL Vector	-4.438703321797493	-4.408292275645853	-3.8456424387438712	-4.884795350670624	-4.2023937763147945	-4.934674353710371	-4.216633317607582	-2.6816923297382047	-4.870142769748529	-3.932789288958617	-4.062927550475013	-4.307999658588209	-3.408728120585732	-3.43561639175387	-3.442846670736513	-5.100529276938201	-5.223308712906692	-5.16428097948541	-4.6281365044535026	-3.8925450752250272	-2.7184305797720203	-4.4696396153696005	-3.9247795627364717	-5.155816609864037	-2.4733179756528325	-5.718716691689892	-6.386881376481175	-5.578600591886789	-6.261526930511099	-4.2639238920603475	-4.662961598213952	-4.661754930919352	-5.495420120582242	-4.779493825708896	-5.0635665532745815	-4.800687835861959	-5.750461698551881	-5.894551279126827	-5.432490767488231	-5.754072539665837	-4.250219979789269	-4.399278337362257	-4.952286518008588	-4.626379951552036	-5.061415917792563	-5.461376853321748	-4.970581657662423	-3.940751592941349	0.17821297276789871	-4.867462292968308	-5.055961256445176	-5.750237941364857	-5.791797854103712	-4.883350695151995	-4.713068433706349	-5.410833860797149	-5.689606149326204	-5.920907094073849	-4.753777582954169	-5.381805980411899	-5.927644373632659	-5.582086939206419	-3.5373401873062518	-5.024822432689414	-5.509866973923867	-5.574648935598119	-5.43396341965773	-4.551363018080588	-5.841451248099135	-5.188648956969958	-2.511967220526272
WFA Vector	0.9213724436767456	-0.41358173964178957	-1.0269513392144085	0.26475743366210425	-0.340025311061428	1.0068395015597476	-0.08132726136287573	0.044575092923123665	-0.8342822218031181		-0.5947440628859778	-0.5091251795823551	-1.4526808690578699	-0.17694882559984862	-0.6575251720088474	-0.5795699641836617	0.3346414024717024	-0.82517242818125	-1.3208258304531244	-0.07766002098568446	-0.6176500069920351	-0.5588499761181768	-1.1112478339696803	-0.6930303518118363	0.5542590937710133	0.6640937732116796	-0.15708531942039475	-0.8500650371652807	0.15062191360425986	-0.7575242635288056	-0.612689491620355	0.872964509479863	0.5744052366678595	0.7080811283434546	1.0618428512971037	-0.35825410705567895	-0.937089331545268	1.292277800086362	0.4779608480465675	0.3988907038585698	0.016976786940038867	-0.49678207947279096	0.13274965444300732	-0.018676029603291105	-0.9158859914581711	-1.4201968919873262	-0.3974989170974737	-1.9242175143279205	-0.5954548745387986	0.4924321768321583	-0.030892270980112768	0.9063308726066903	-0.44484595180552744	0.9041908831279575	-0.6008123753215292	-0.5924488708663957	0.21426173745359428	-0.012942103475930663	0.38032775497205173	-0.7691896094121561	0.37262708021740726	-1.4364770696071567	-1.0728375541284587	-0.9812393129872311	-0.38425180041679186	0.07461951341122336	2.2343974750725955	-0.29972280260072875	-1.000484631570861	-0.44742157147319733	0.669005077140477
DBA Vector	0.05933260621922448	-0.5655676322853548	-1.0511861810015284	0.2766429831993044	-0.7541451295500247	-0.6277171354145111	-0.725622230583926	-0.22022744955613094	-0.452863597612918	-1.6356416031871817	-0.11036825845323443	-0.5426012972024439	-1.3924423178333751	-0.7868857839775094	-0.6689923424039846	-0.4510922223413437	0.09624657368415655	-0.013197867700395998	-1.2854495111204465	-0.7402827216940566	-0.5621499627898485	-0.6503248452703047	-0.474110200640084	-0.3481629904145006	0.46950649542180384	-0.02526849408380311	-0.19943365859167933	0.3060999107693021	0.038521737099041345	0.5374849913630254	1.0847033119362373	0.8723465445262473	0.4768664570473014	0.8185981457994308	1.343003826515867	0.4956519213867509	-0.1020473810906166	0.23353399383150691	0.1006612034774688	0.4522957977718118	-0.27622669083048945	-0.21946586919108582	0.9128204618137061	0.7239861799762924	0.2202949158122158	-0.2886640048914083	0.24687692471842432	-1.248649780075453	-0.11724827713873733	0.2916654936528037	-0.5995435143926878	0.9433434596772662	0.5716608982398677	0.7701004155891801	0.49035525145184655	0.4385962470171567	0.02121410341434924	0.37976348981910535	0.4052353983131995	-0.0726272182344465	0.20255388460217325	0.7478671258841056	-0.5083753051072968	-0.11286406549775202	0.6328822479106969	-0.06978352037194815	1.639447274331543	0.48507097674421645	-0.16592992968571071	0.4972070763123635	0.4731332492573241
SBA Vector	-0.10193156419332187	0.15226252412827668	-0.796231345073994	0.14082220682197935	0.6631936706620358	0.6298953022790451	-0.4686883190230126	-0.09888429434058718	-0.13005940678223582		-0.89726461832148	0.45149554210093745	-0.8384380980342532	0.6874784448681014	-0.3521139317660297	-0.5150256621031367	0.42365012901430055	-0.23611141752702627	-0.522508721484937	-0.05282500772466745	-0.2739529400045036	0.6279256914011152	0.5197735820442426	-1.4897452306362537	-0.07131056187127709	0.0886211899526972	-0.696626386419884	-0.6491693333247087	0.16856935318251404	-0.11415252034214476	-0.101713419524992	-0.6399086957566801	0.26652794859012036	0.03604297314140677	-0.5485640647416191	-0.14473123823789225	-0.21920566518497417	1.3125115430348842	0.5403209457680107	-0.34665891910588953	0.9204814613752426	-0.14313995878385677	0.3816231179359641	0.4333410638990991	-0.31186830089742423	0.4258332834613938	0.24481154469054492	-0.0577533527053319	-0.3316523677199758	-0.3128717550145795	-0.11188120119444088	0.264005434530306	-0.1621191522492415	-0.4092131470629524	-0.03420089609098211	2.278768118359245	0.12158462127860427	-0.5802118513404407	-0.09758637029753285	0.24570600023702385	-1.219894305238993	-0.5815866029155669	-0.6262167270048183	0.46543649021792366	-0.1421944290214255	0.3469475231202795	-0.7306015095182729	-0.24969648407769132	-0.497576898831452	-0.20206757965478286	0.1078778249300342
DSA Vector	-2.1367499888276007	-1.6339688168695388	-2.6074995975042485	-2.5008761786914766	-1.3252689905554433	-3.1001799123405838	-1.6112260044051052	-0.6247005979234815	-2.6858746754344227	-1.3749563481291849	-0.9786727689322234	-1.924189999189718	-2.17970719342955	-0.9827443838586019	-0.8300649811052251	-2.076733445784527	-2.317086017238754	-2.0401588156739017	-2.6477627613579746	-1.5905147700527198	0.20458317026192901	-1.5719982859787212	-1.5548657153383512	-3.1591915567681905	-0.5099248739279391	-3.5044656814874484	-3.9943892263506324	-3.797743394747768	-5.033225879415266	-3.291655313259154	-2.9453752781343896	-3.1282869664340307	-3.508067096817268	-2.9203899996563205	-3.121393227924373	-3.207073093775455	-3.4250611766011976	-4.451458374683121	-3.415644885753711	-3.304878340685454	-3.082959979778317	-3.1365772717284646	-3.185295938504474	-2.8720494023939387	-2.9288748689225828	-2.669520757830372	-2.8340554611507427	-1.5702719843794941	-0.12589830728408488	-3.5966399711313204	-2.625404584999274	-4.381181657327377	-3.656002844483466	-3.6838301346536366	-3.3583539867267147	-3.6497304901158603	-4.014656020866937	-3.9488426573307795	-3.0099495317293896	-3.9223321334853662	-3.3726500028820854	-4.009597956387761	-1.807531268327133	-3.7311656748170083	-3.733581467222656	-4.07958559926346	-3.105420305569157	-2.595049693365087	-4.01366547588876	-3.4749468520346944	-0.884206835421365
ECA Vector	0.6193328799874325	0.42009514965053274	-0.9030453625580193	1.193218859317166	0.13509190017722936	0.9876053598122282	0.6472928100744332	0.07884092102636367	-0.1246303729628323	-0.1793289846909691	1.593530032486386	-0.038899008589713666	-0.5429973141478639	0.6759134329500122	-0.40858128047309406	0.2664233548532039	1.712257404178405	1.0140034277727519	-0.16019305059151084	0.452814849709678	-0.1068342852736023	1.0364232861601181	0.8632517646777733	-0.13393211551793827	0.6998031102980085	-0.18203147185838323	0.1964005708172266	-0.050411704217116486	0.4066762275354136	0.0010832796218624098	0.041111930428553656	0.9371636957020375	0.47535388581813953	1.0094418464917951	3.271619306151341	0.07327742535852018	-0.18381988966977583	0.682445361840877	0.37655368040926135	0.6006718713890469	0.9650368391850691	-0.4031131620758412	0.8167998013973258	0.6360808774184895	0.24885189570306	0.15658081181316608	0.1730325294257457	-0.0783593548620015	0.3025627700204313	0.4484752553839616	0.382583349601327	0.920593636598834	0.43412671825219207	1.2155824732631202	0.30565180104596607	1.93993189313883	0.2294123484562606	0.17161399083706916	0.1698357511865153	0.9493576345692819	0.7511771507446382	-0.252765067740627	-0.3617941600831401	-0.1248582720697015	0.45101864268655795	0.4860633036549771	2.283716682023075	0.3576372066691706	-0.4164234946567457	0.4253112419221841	0.6902056362943979
GSL-II Vector	-0.12441958950394388	-0.25466935259542217	0.423815080865936	1.1887482139976786	-0.6540085057302347	0.13392499069220018	0.39728614196087764	-0.15321704597184457	0.5954530548059943	-0.7370840271883393	0.14114122767988674	0.28480811758223096	-0.9333924804757285	-0.5981211401369445	-0.17421786853832957	-0.014970223622704146	-0.07504114880005415	0.7944133078632422	-0.7971499883815665	-0.1821481472191508	-0.48695121114078554	1.7394224386939603	1.095380501283384	-0.1507634607266756	0.6467976865525857	0.1301813699440645	0.27337045035053553	-0.1434788811070934	0.0926843200551744	-0.10648496378260879	0.4438742560190539	0.45724610064354615	0.36580867499601893	1.2954878473938813	1.1900533572613872	-0.19213586176504674	-0.3370429939161261	0.5315776202866104	1.1434346000070565	0.49685436662709354	-0.6583805857966181	-0.8264940504561223	0.10001428383506393	0.33808348637169505	-0.589901550532706	0.5297703745187936	-0.32957990990672303	-0.9113377932154498	1.7660026727547395	0.06151233817547342	-0.1410134114041098	0.585014929630663	1.5721030555295716	0.5938005953944224	-0.09518085898465001	-0.06712006424021627	-0.20342928351190848	0.17920637222079872	0.19153326534343698	0.2453363898572331	1.4448119836803834	-0.3676022516930902	-0.5722906354815263	0.03591002334351221	1.4393311106223516	-0.3956286811387043	2.482788209260906	-0.405892875157644	0.30723953336290283	1.9504204272003989	0.7561595393985561
LTL Lotus Vector	0.8793716287172785	0.1772197635308807	-0.7358878980109151	0.2575973482566194	-0.29641984526470505	-0.46770711184878017	-0.38506270517606433	-0.06233038681584556	-0.3875718798918498	-0.1881339989130968	-0.3183339841348573	0.12961184557996255	-0.8828126076679145	0.008812060154361293	-0.7007590247265116	0.7020921896289927	1.1996383837174784	0.1861397141894439	-0.7397188243271268	0.3988654693233358	-0.32221178531015177	0.8439731851039635	-0.717631952249262	-0.4120182227895082	0.24992775434914152	-0.08817880917650395	-0.2184389731095615	-0.24534931469835897	0.19080016307316702	0.02888701730484069	0.062489126890128754	0.688818877194226	0.8439576385314761	0.7046798138591888	0.9066480929142511	0.04959994372654639	0.03269036018332511	0.79387236734702	0.28199466259124156	0.6537220436968889	1.204434064429101	-0.19738877878937985	0.7093622553197756	0.7692950552952783	-0.08134685399129289	0.011009648855225049	0.2155615412233634	-0.14721198750098302	-0.8360242648888739	0.06262724059077927	-0.40278784553481906	0.642385259665256	2.3170969075426564	0.7582300020395228	0.3039361702465275	0.282766133834366	0.14782220081425965	0.3119204509251332	0.49641412131373597	0.09528155060017049	1.6937301531879596	-0.1778316713537889	-0.04240835505311898	-0.31855293027233816	0.38560332548108334	-0.016773615723687296	2.386455340329243	0.41850861234200504	-0.039405826400071294	0.01102061115499403	0.17248932440458048
GNA Vector	2.7698432598088636	1.5484768875654287	0.9586268206994727	2.286372036265562	1.926028164484466	1.4385326952537658	1.1163606518043634	1.47171492012416	1.7540260776542742	1.59328378726308	1.8110094089011766	2.9794141034541375	1.5204977594440634	2.0059441799231825	1.7494714857611855	1.563542128937603	1.8509279512815118	2.0240034509143046	1.9048351172069302	2.654349648522776	3.421428711284622	2.3484864415350986	1.7988316493374503	1.985874198345298	1.4444619269811731	2.015959656041963	2.226956717072441	1.5017573585102395	2.7919846035877462	0.960807876391714	3.5524239537987756	1.6008145494956685	2.307961630935239	2.1411867103495483	1.6654160637050242	1.5476813307014787	2.1593441055844917	2.36948995129772	2.0120089584564727	1.7981875631826845	2.208815484414433	1.4949037388627664	2.326653532162738	2.100436831300395	1.2011898597534787	3.2180047986486966	1.9329984576717447	1.4897609083419128	1.5125098754783421	1.7374073786894426	1.7580111915664987	2.972979509171481	1.923321433723356	2.050047620797518	2.5116169165928466	2.1436030546644744	1.9254847893443576	1.4195181892576154	1.5877099174353528	2.2183840149149434	1.346989342532891	1.7383219874022047	1.5207769342985034	1.7327052729222105	1.8092020464024743	1.7752563496341305	0.7725995208040487	1.7143574709319358	1.473253070791895	1.8214726043126594	1.4245652885588833
MAA-II Vector	-0.21139925919375815	-1.388358317975328	-1.3184944299439534	-1.1343945727687028	-1.232824925021705	-1.0967247695755307	-1.7859767840640115	-0.1561319704098464	-0.7966275912842468	-1.1061679113248528	-1.0424709779116546	-0.4015363420858519	-0.9987587551751045	-0.6634144479215804	-0.5697334147219965	-1.5942238453076727	-1.5591690659055586	-2.0246218562846687	-1.1433206128845308	-0.6343686813065029	-0.5541429667565598	-1.3528214890585102	-1.4803898882278428	-0.5431914598043578	0.05157974127093725	-1.302996303911128	-1.0621276422118078	-1.2675089843433507	-1.2690904097490023	-0.5785912764865511	0.43254986232181525	-1.2242432229514832	-0.6713877913970304	-0.7423424098405974	-1.1882341919035504	-0.5569128573940825	-0.29937075065271485	-1.2016693541479397	-1.2833060979266957	-0.5215841829741	-0.905239542140217	-0.3170172578129694	-0.12466604423722237	-0.1541905797951231	-0.7346848104611029	-0.21455305755861134	-0.4985089309573274	0.0831827370702237	1.730941806538436	-1.380993791041152	-0.9482667840230158	-0.5765851895829847	-0.6464553660299831	-1.3971412052283552	-0.40434534367468544	-0.6456169037407377	-1.7349020904360233	-0.9232004336836056	-1.1349101146209404	-0.7164845361662655	-1.2592567261103658	-1.1219414633594513	-1.257305965463668	-0.7171451087697871	-0.6779008396564379	-1.4682501298858741	-0.5715961352986302	-0.5790126209020988	-1.1428333900156036	-0.29640265274946426	0.11825491131322705
UEA Sigma	0.4052937378675744	0.06791399586865801	-0.7509283331304165	-0.03254352190269807	-0.7551552569468242	0.610459378471487	0.13144042572874048	0.008176232107349222	0.08073044102402602	-0.3026392478958584	0.46512854575263124	0.03978767153973098	-0.9618947343007276	-0.13563502158180502	-0.1441349996709171	0.5509854678258628	0.9791450611391906	1.1038892806682614	-1.2143023584706576	0.21149709887650953	0.6515918390193461	0.9779122106790659	-0.9862109280081186	-0.2851922748880917	0.622702624440997	-0.9942046586750364	-0.14653910600441014	-0.2564893791774052	-0.10739275961080144	-0.2977677590551805	-0.4299512669638552	0.9322429985736864	0.4856057449372719	1.4722646084315631	1.6406899008853089	-0.2735567402491329	-0.25910107988275516	0.09160765746129687	-0.5342416870297599	0.7146438322595217	-0.6705925164047762	-1.0119503848538487	0.7806239765955831	0.9596493104461679	-0.5328408259665047	-0.6261334274094486	-0.010568708271611226	-1.0640144926270805	0.04945308208994005	-0.6938802524242386	-1.4520392832960192	0.540963967825769	0.2438683849866701	1.3218819373500112	-0.07083270476748403	-0.330851334039686	-0.2551361313214274	0.11165230073377114	-0.374273267840752	-0.36235002086946255	2.046654099658208	-0.6705662415792364	0.003864629848250145	-0.43412594928495946	0.5724306136482497	-0.7583455357622948	2.8382706892847223	0.4566125695653916	-0.42191945055924074	0.9268036366844908	0.45163407813716894
PHA-L Sigma	2.3803540204797806	3.4157990243347642	3.744449329062684	-0.1741136493667883	1.0069971230388426	1.790882145938555	3.108696352947893	0.7034179590330437	2.5558671698938427	2.40154840963468	-0.4478997343941738	2.5649483160698976	2.872683550646442	1.7905492264646534	2.6284292842630546	2.0419850769089716	1.8147525455433935	3.1048904440340688	3.1466770980003735	3.1754188816591316	4.107829866948195	3.57927073183236	2.9053427063026067	3.683739093606186	0.9844582682344856	3.2642623365202326	3.1362675490277683	2.6509387561208975	0.12951909757076913	4.30683045063332	0.6729994985479829	0.5975872935291342	-0.5309070655175292	1.095465628616678	3.947808769124491	3.1471724307616697	3.2937924213729683	0.855614932823594	5.041933071327563	-0.8957751650531797	1.7203015361504213	2.5738846255595846	1.8676421779161367	2.0685961762501703	2.5370162762306916	2.4901038086821337	1.6144795156031542	0.8384789635208132	-1.1475571884138578	4.373995697869015	1.6662548247044071	-0.11888829756422904	1.8742820013100372	2.673708307949989	3.4272377633564477	2.366192135483146	3.4213632191447942	1.478365605729955	0.3237766894834479	1.0349891150830215	2.754900908801848	3.1352349071653367	3.082201661037761	1.8315352790423687	2.5021701571900876	3.460626504877328	1.7869003754369688	2.191276165165189	2.809510348976453	2.5530798276694866	0.943623800076677
MAA Sigma	0.8072982949947518	0.3174300276376463	-0.6463794305208865	-0.18324229493910527	-0.2576032804591306	0.06281669490081992	-0.361649323056601	3.1366181606227768	-0.24015795032066922	0.3854798441104359	-0.2704336415028006	0.6636460923992281	-0.22568957948178403	0.3519234125553245	0.004210531469992551	-0.4642728018398123	-0.6714351792398853	-0.9254052656470556	0.3882692187916191	0.341420476849467	0.38482093528187034	0.41399974547988155	-0.31230386355657724	0.43500236694415884	3.2684231293304573	0.150534711487755	0.23827104297270224	0.0023955658193943116	-0.28044053639412136	0.642904420662849	1.5049186659403238	-0.4000264305587004	0.34983514823327305	-0.32232446969889494	-0.5212305270971277	0.363672157825904	0.6609788590248885	-1.1592878771421273	-0.16292793792356336	0.15625220867156597	-0.03216222573893951	-0.04467211294810075	0.07387022792788363	0.6166238432757685	0.6984400676729651	0.6496842887186569	0.9594798859889744	1.1234435524871198		-0.9110529652826262	-0.14314267478433068	0.34769089631447536	0.4350296685687874	-0.5323330353100773	0.5868860503869313	0.26790918682879217	-0.89256382884583	0.1223424756863282	-0.12264052550280045	-0.11032954175575417	0.059033298953327595	-0.259381589136244	-0.411303132497833	-0.250337484579785	-0.12220984829070633	-0.0435278769170756	-0.19889299826919038	0.41702905523814715	-0.0817449005799084	0.34123234657766965	3.480761124792791
SNA Sigma	0.46022007656219877	-0.04381196329283646	-0.3691568476223579	0.3507165304703448	0.1774831786270768	0.1772313183609003	-0.21143985428662665	0.36361022079462424	0.5855203934580567	0.3867677810153727	0.2862868904913399	0.852731003182452	-0.21960101520122496	0.9454839535363427	0.5147782304222056	-0.3221992043248817	0.23239675695967432	-0.21383107082590677	-0.010819719929588285	0.4028690159132006	0.5598824680849858	0.2325708342950335	-0.04839202117478049	0.6134650337012212	0.41638750384401846	-0.18142239437878727	-0.11830620141067473	-0.18681936577481745	-0.5785436565314711	0.09273621216606681	1.0956971974900802	0.2294328456286558	0.447378322174379	0.060638180133646476	-0.5036665627870557	0.1748282075603772	0.4177872233283471	-0.4648602992470579	-0.8468417460359012	0.4481502462431948	-0.055570143992901104	0.3718116657004489	0.7433142400034043	0.12546068250509232	-0.013910981569407555	0.5782521173805393	0.7244752604473593	0.7536861119754453	0.04362693240025802	-0.6741890370690395	0.30627017872795453	0.22060154690120773	0.231338535734327	-0.7368096061249866	0.4349406561108674	0.22247370735948535	-1.154234705875911	-0.21166255956299806	-0.12331536427679889	0.17382706843628712	-0.6654310067029193	-0.7877608105209744	0.030848113962437567	-0.13476132440787583	-0.2582516552155884	-0.40470041646285104	-0.382428314229376	0.06133140009360067	-0.307242175996055	0.13291825110605662	0.33495543497508534
MNA-M EY	-0.6673016311320822	-1.603469684291073	-2.4365382873457055	-2.07872599358589	-1.4111735436477344	-1.8848776374620755	-2.0744858908337696	-1.1680178612525318	-1.236649304553687	-1.153177209595439	-1.2551871327059796	-0.31063229728478486	-1.286583681476658	-0.7729267624923535	-0.97435902831917	-1.9122215902759967	-1.8977154304743002	-2.199688750803666	-1.5512364070480544	-1.623115776156763	-1.1101524044764843	-1.049817960320457	-1.6992131039200407	-0.9625167047159595	-0.37812701254944275	-1.7981359891023434	-1.5298318455338138	-1.163023319066866	-1.2578685626117252	-0.43809921171002286	-0.11419815471920874	-1.445564344490066	-0.6885529838811422	-0.8543215912228914	-1.5685060390691519	-0.8450688459485388	-0.6249568103255126	-1.6021033917078509	-1.4059793548076922	-0.14697377880222454	-1.0044376410476161	-0.4800367805051539	-0.054571711866665644	-0.3112825848763084	-0.5258322962289789	-0.9780351031356384	-0.553713944300335	-0.2879240498227187		-2.1202240576801317	-1.1261693125234484	-0.9138436393520292	-0.883686373647691	-1.7397527306421738	-0.745711498032009	-0.664093781722237	-2.1169030573557452	-1.0823035692308165	-1.087297044254341	-1.0902989439792339	-2.0700084526166753	-1.3140964893408973	-1.3034150823009882	-0.5220900123477904	-1.0337399380044676	-1.3434704773212638	-1.3881251954449567	-0.5567464680167348	-1.1827107227898779	-0.4915366148490624	-0.30313323604037
